PLOT_ID,NDVI,SummaryQA,DayOfYear,yr
1088,0.5289,1.0,25.0,2007.0
1139,0.4908,1.0,26.0,2007.0
1141,0.8612000000000001,1.0,26.0,2007.0
1143,0.5411,1.0,25.0,2007.0
1145,0.8046000000000001,2.0,26.0,2007.0
154,0.0224,2.0,34.0,2007.0
156,-0.0036000000000000003,2.0,34.0,2007.0
160,-0.006500000000000001,2.0,34.0,2007.0
162,0.001,2.0,34.0,2007.0
164,0.11750000000000001,2.0,34.0,2007.0
166,0.1058,2.0,41.0,2007.0
168,0.0058000000000000005,2.0,47.0,2007.0
218,0.2376,2.0,41.0,2007.0
220,1.0E-4,2.0,34.0,2007.0
222,-0.0109,2.0,34.0,2007.0
224,-6.000000000000001E-4,2.0,34.0,2007.0
228,0.0035,2.0,34.0,2007.0
232,0.038,2.0,34.0,2007.0
234,0.0224,2.0,34.0,2007.0
236,0.003,2.0,41.0,2007.0
286,0.1797,2.0,34.0,2007.0
290,-0.012,2.0,34.0,2007.0
292,-0.007,2.0,34.0,2007.0
298,0.0,2.0,34.0,2007.0
300,0.0154,2.0,47.0,2007.0
370,0.014400000000000001,2.0,41.0,2007.0
372,-0.018000000000000002,2.0,41.0,2007.0
374,0.0043,2.0,34.0,2007.0
376,0.0189,2.0,34.0,2007.0
380,0.0,2.0,34.0,2007.0
384,0.0441,2.0,34.0,2007.0
386,0.0795,2.0,34.0,2007.0
388,0.027600000000000003,2.0,41.0,2007.0
474,0.029,2.0,34.0,2007.0
476,0.0212,2.0,34.0,2007.0
480,0.007200000000000001,2.0,34.0,2007.0
482,0.0131,2.0,34.0,2007.0
486,0.039900000000000005,2.0,41.0,2007.0
488,0.037200000000000004,2.0,34.0,2007.0
492,0.0332,2.0,41.0,2007.0
494,0.0307,2.0,41.0,2007.0
579,0.024800000000000003,2.0,34.0,2007.0
581,0.0079,2.0,34.0,2007.0
595,0.24180000000000001,3.0,47.0,2007.0
600,0.1075,2.0,40.0,2007.0
656,0.027200000000000002,3.0,34.0,2007.0
658,0.16140000000000002,3.0,47.0,2007.0
664,0.0981,2.0,40.0,2007.0
666,0.26030000000000003,2.0,41.0,2007.0
695,0.0921,3.0,40.0,2007.0
697,0.1366,3.0,47.0,2007.0
699,0.083,3.0,47.0,2007.0
702,0.0669,2.0,40.0,2007.0
715,0.057800000000000004,3.0,34.0,2007.0
1052,0.1363,2.0,34.0,2007.0
1084,0.2079,2.0,34.0,2007.0
1086,0.1819,2.0,34.0,2007.0
1088,0.23390000000000002,2.0,34.0,2007.0
1139,0.26580000000000004,2.0,41.0,2007.0
1141,0.2197,2.0,41.0,2007.0
1143,0.1423,2.0,41.0,2007.0
1145,0.1549,2.0,41.0,2007.0
154,-0.027200000000000002,2.0,52.0,2007.0
156,0.0146,2.0,54.0,2007.0
160,0.0125,2.0,54.0,2007.0
162,0.0188,2.0,54.0,2007.0
164,0.049800000000000004,2.0,54.0,2007.0
166,0.0055000000000000005,2.0,52.0,2007.0
168,0.0059,2.0,61.0,2007.0
218,0.2429,2.0,57.0,2007.0
220,-0.0451,2.0,52.0,2007.0
222,-0.0813,2.0,52.0,2007.0
224,0.0235,2.0,61.0,2007.0
226,0.0497,2.0,61.0,2007.0
228,0.027700000000000002,2.0,54.0,2007.0
232,0.056400000000000006,2.0,52.0,2007.0
234,0.028200000000000003,2.0,52.0,2007.0
236,0.030500000000000003,2.0,63.0,2007.0
286,0.4182,2.0,52.0,2007.0
290,-0.0367,2.0,52.0,2007.0
292,0.0419,2.0,61.0,2007.0
298,0.0396,2.0,54.0,2007.0
300,0.0117,2.0,54.0,2007.0
370,0.042800000000000005,2.0,61.0,2007.0
372,0.0502,2.0,61.0,2007.0
374,0.0234,2.0,52.0,2007.0
376,0.048400000000000006,2.0,54.0,2007.0
378,0.031200000000000002,2.0,54.0,2007.0
380,0.0752,3.0,61.0,2007.0
384,0.041,3.0,54.0,2007.0
386,0.0659,2.0,57.0,2007.0
388,0.0176,2.0,57.0,2007.0
474,0.0538,2.0,54.0,2007.0
476,0.0427,2.0,54.0,2007.0
480,0.0414,3.0,61.0,2007.0
482,0.031900000000000005,3.0,61.0,2007.0
486,0.0309,2.0,52.0,2007.0
488,0.042,2.0,54.0,2007.0
492,0.1003,3.0,54.0,2007.0
494,0.0291,2.0,57.0,2007.0
579,0.0541,2.0,54.0,2007.0
581,0.039400000000000004,3.0,49.0,2007.0
595,0.1491,2.0,52.0,2007.0
600,0.1625,2.0,52.0,2007.0
656,0.039900000000000005,2.0,52.0,2007.0
658,0.11080000000000001,2.0,52.0,2007.0
664,0.1585,2.0,61.0,2007.0
666,0.2922,2.0,52.0,2007.0
695,0.0472,2.0,52.0,2007.0
697,0.0258,3.0,57.0,2007.0
699,0.06330000000000001,2.0,52.0,2007.0
702,0.0741,2.0,52.0,2007.0
715,0.0641,3.0,57.0,2007.0
1052,0.1598,3.0,57.0,2007.0
1084,0.4615,3.0,60.0,2007.0
1086,0.3164,1.0,57.0,2007.0
1088,0.5176000000000001,1.0,54.0,2007.0
1139,0.24750000000000003,2.0,52.0,2007.0
1141,0.2992,3.0,52.0,2007.0
1143,0.3009,1.0,57.0,2007.0
1145,0.3326,1.0,57.0,2007.0
154,0.026600000000000002,3.0,72.0,2007.0
156,0.2155,3.0,68.0,2007.0
160,0.0517,3.0,74.0,2007.0
162,0.0519,3.0,74.0,2007.0
164,0.2985,3.0,78.0,2007.0
166,0.27290000000000003,3.0,67.0,2007.0
168,0.3304,1.0,78.0,2007.0
218,0.28300000000000003,3.0,66.0,2007.0
220,0.1899,3.0,67.0,2007.0
222,0.035300000000000005,3.0,74.0,2007.0
224,0.0488,3.0,74.0,2007.0
226,0.1925,3.0,66.0,2007.0
228,0.1922,3.0,66.0,2007.0
232,0.19410000000000002,3.0,79.0,2007.0
234,0.2096,3.0,68.0,2007.0
236,0.20650000000000002,1.0,78.0,2007.0
286,0.3765,3.0,68.0,2007.0
290,0.2175,3.0,66.0,2007.0
292,0.0385,3.0,74.0,2007.0
298,0.1894,3.0,66.0,2007.0
300,0.20600000000000002,3.0,78.0,2007.0
370,0.0629,3.0,74.0,2007.0
372,0.0658,3.0,74.0,2007.0
374,0.2267,3.0,68.0,2007.0
376,0.18330000000000002,3.0,68.0,2007.0
378,0.18710000000000002,3.0,66.0,2007.0
380,0.2024,3.0,66.0,2007.0
384,0.2255,3.0,78.0,2007.0
386,0.234,3.0,68.0,2007.0
388,0.2548,3.0,78.0,2007.0
474,0.2134,3.0,74.0,2007.0
476,0.2949,1.0,67.0,2007.0
480,0.2114,3.0,68.0,2007.0
482,0.0444,3.0,66.0,2007.0
486,0.1535,3.0,66.0,2007.0
488,0.0565,2.0,74.0,2007.0
492,0.24530000000000002,3.0,67.0,2007.0
494,0.028,2.0,72.0,2007.0
579,0.0646,3.0,79.0,2007.0
581,0.1177,1.0,68.0,2007.0
595,0.2149,3.0,72.0,2007.0
600,0.2907,1.0,74.0,2007.0
656,0.2612,1.0,66.0,2007.0
658,0.3819,1.0,66.0,2007.0
664,0.2906,1.0,66.0,2007.0
666,0.5448000000000001,1.0,78.0,2007.0
695,0.101,1.0,68.0,2007.0
697,0.3428,3.0,78.0,2007.0
699,0.11810000000000001,2.0,74.0,2007.0
702,0.1207,2.0,74.0,2007.0
715,0.11810000000000001,2.0,74.0,2007.0
1052,0.234,1.0,66.0,2007.0
1084,0.4103,1.0,66.0,2007.0
1086,0.3478,1.0,66.0,2007.0
1088,0.3131,2.0,66.0,2007.0
1139,0.3991,3.0,66.0,2007.0
1141,0.5718,1.0,78.0,2007.0
1143,0.2677,1.0,66.0,2007.0
1145,0.3373,1.0,66.0,2007.0
154,0.2421,3.0,84.0,2007.0
156,0.23770000000000002,1.0,85.0,2007.0
160,0.015700000000000002,2.0,93.0,2007.0
162,0.029300000000000003,2.0,94.0,2007.0
164,0.1404,2.0,93.0,2007.0
166,0.0446,2.0,94.0,2007.0
168,0.024200000000000003,2.0,93.0,2007.0
218,0.1602,2.0,93.0,2007.0
220,0.019100000000000002,2.0,93.0,2007.0
222,0.0123,2.0,93.0,2007.0
224,0.0145,2.0,93.0,2007.0
226,0.0221,2.0,93.0,2007.0
228,0.2275,1.0,84.0,2007.0
232,0.0488,2.0,94.0,2007.0
234,0.0351,2.0,93.0,2007.0
236,0.0059,2.0,93.0,2007.0
286,0.1439,2.0,94.0,2007.0
290,0.0105,2.0,93.0,2007.0
292,0.0339,2.0,94.0,2007.0
298,0.2451,1.0,84.0,2007.0
300,0.024300000000000002,2.0,94.0,2007.0
370,0.016,2.0,93.0,2007.0
372,0.0253,2.0,93.0,2007.0
374,0.0261,2.0,93.0,2007.0
376,0.0322,2.0,93.0,2007.0
378,0.0349,2.0,94.0,2007.0
380,0.051500000000000004,2.0,94.0,2007.0
384,0.0637,2.0,94.0,2007.0
386,0.0925,2.0,94.0,2007.0
388,0.27690000000000003,1.0,84.0,2007.0
474,0.0782,2.0,94.0,2007.0
476,0.06760000000000001,2.0,94.0,2007.0
480,0.021500000000000002,2.0,93.0,2007.0
482,0.1912,1.0,85.0,2007.0
486,0.051800000000000006,2.0,94.0,2007.0
488,0.0466,2.0,94.0,2007.0
492,0.0444,2.0,94.0,2007.0
494,0.0211,2.0,94.0,2007.0
579,0.053200000000000004,2.0,94.0,2007.0
581,0.1626,3.0,84.0,2007.0
595,0.4204,1.0,89.0,2007.0
600,0.4682,1.0,84.0,2007.0
656,0.29000000000000004,1.0,82.0,2007.0
658,0.40440000000000004,1.0,89.0,2007.0
664,0.5666,1.0,84.0,2007.0
666,0.5375,1.0,84.0,2007.0
695,-0.0145,1.0,82.0,2007.0
697,0.2936,1.0,82.0,2007.0
699,0.3154,3.0,96.0,2007.0
702,0.5496,1.0,84.0,2007.0
715,0.14830000000000002,1.0,82.0,2007.0
1052,0.5865,1.0,84.0,2007.0
1084,0.2068,2.0,93.0,2007.0
1086,0.5748,1.0,84.0,2007.0
1088,0.156,2.0,93.0,2007.0
1139,0.21960000000000002,2.0,93.0,2007.0
1141,0.1857,2.0,93.0,2007.0
1143,0.16190000000000002,2.0,93.0,2007.0
1145,0.169,2.0,93.0,2007.0
154,0.24350000000000002,1.0,97.0,2007.0
156,0.25070000000000003,1.0,98.0,2007.0
160,0.2214,1.0,98.0,2007.0
162,0.23120000000000002,0.0,98.0,2007.0
164,0.4189,0.0,98.0,2007.0
166,0.2671,0.0,98.0,2007.0
168,0.2843,0.0,98.0,2007.0
218,0.5943,0.0,98.0,2007.0
220,0.234,0.0,98.0,2007.0
222,0.2119,0.0,98.0,2007.0
224,0.233,0.0,98.0,2007.0
226,0.2164,0.0,98.0,2007.0
228,0.2061,1.0,102.0,2007.0
232,0.25670000000000004,0.0,98.0,2007.0
234,0.2702,0.0,98.0,2007.0
236,0.2388,0.0,98.0,2007.0
286,0.5552,1.0,98.0,2007.0
290,0.23720000000000002,0.0,98.0,2007.0
292,0.227,0.0,98.0,2007.0
298,0.2521,1.0,98.0,2007.0
300,0.2283,1.0,98.0,2007.0
370,0.2364,1.0,106.0,2007.0
372,0.2389,1.0,98.0,2007.0
374,0.3078,1.0,98.0,2007.0
376,0.2787,1.0,106.0,2007.0
378,0.2223,1.0,106.0,2007.0
380,0.20040000000000002,1.0,98.0,2007.0
384,0.2994,3.0,102.0,2007.0
386,0.37470000000000003,3.0,98.0,2007.0
388,0.2616,1.0,98.0,2007.0
474,0.4148,1.0,106.0,2007.0
476,0.2805,1.0,106.0,2007.0
480,0.2545,1.0,106.0,2007.0
482,0.2409,1.0,102.0,2007.0
486,0.2026,1.0,98.0,2007.0
488,0.2645,3.0,98.0,2007.0
492,0.22410000000000002,3.0,98.0,2007.0
494,0.22870000000000001,1.0,98.0,2007.0
579,0.1328,3.0,104.0,2007.0
581,0.24910000000000002,1.0,102.0,2007.0
600,0.4919,1.0,97.0,2007.0
656,0.3481,1.0,97.0,2007.0
658,0.4773,1.0,97.0,2007.0
664,0.5662,1.0,97.0,2007.0
666,0.5658000000000001,1.0,98.0,2007.0
695,0.5876,1.0,98.0,2007.0
697,0.5962000000000001,1.0,98.0,2007.0
699,0.3942,1.0,98.0,2007.0
702,0.3361,1.0,98.0,2007.0
715,0.42200000000000004,1.0,98.0,2007.0
1052,0.559,1.0,98.0,2007.0
1084,0.6253000000000001,1.0,98.0,2007.0
1086,0.5842,1.0,98.0,2007.0
1088,0.5684,1.0,98.0,2007.0
1139,0.6421,1.0,98.0,2007.0
1141,0.5461,1.0,98.0,2007.0
1143,0.52,1.0,98.0,2007.0
1145,0.5787,1.0,98.0,2007.0
154,0.2871,0.0,128.0,2007.0
156,0.2516,0.0,128.0,2007.0
160,0.23520000000000002,0.0,128.0,2007.0
162,0.2305,0.0,128.0,2007.0
164,0.5088,0.0,128.0,2007.0
166,0.3242,1.0,128.0,2007.0
168,0.4439,1.0,128.0,2007.0
218,0.5771000000000001,0.0,128.0,2007.0
220,0.3257,0.0,128.0,2007.0
222,0.2553,0.0,128.0,2007.0
224,0.24810000000000001,0.0,128.0,2007.0
226,0.2452,0.0,128.0,2007.0
228,0.21830000000000002,0.0,128.0,2007.0
232,0.29600000000000004,0.0,128.0,2007.0
234,0.30010000000000003,0.0,128.0,2007.0
236,0.2457,0.0,128.0,2007.0
286,0.4834,0.0,128.0,2007.0
290,0.2867,0.0,128.0,2007.0
292,0.2713,0.0,128.0,2007.0
298,0.2546,0.0,128.0,2007.0
300,0.2529,0.0,128.0,2007.0
370,0.3029,1.0,128.0,2007.0
372,0.2806,1.0,128.0,2007.0
374,0.33530000000000004,0.0,128.0,2007.0
376,0.2901,0.0,128.0,2007.0
378,0.2645,0.0,128.0,2007.0
380,0.24350000000000002,1.0,128.0,2007.0
384,0.3114,0.0,128.0,2007.0
386,0.36710000000000004,0.0,128.0,2007.0
388,0.26730000000000004,0.0,128.0,2007.0
474,0.3816,1.0,128.0,2007.0
476,0.3045,1.0,128.0,2007.0
480,0.2712,0.0,128.0,2007.0
482,0.27190000000000003,1.0,128.0,2007.0
486,0.2727,0.0,128.0,2007.0
488,0.3425,0.0,128.0,2007.0
492,0.28140000000000004,0.0,128.0,2007.0
494,0.2934,0.0,128.0,2007.0
579,0.3564,1.0,128.0,2007.0
581,0.2541,1.0,128.0,2007.0
595,0.5257000000000001,1.0,128.0,2007.0
600,0.5013000000000001,1.0,128.0,2007.0
656,0.42710000000000004,1.0,128.0,2007.0
658,0.48910000000000003,1.0,128.0,2007.0
664,0.5559000000000001,1.0,128.0,2007.0
666,0.4777,1.0,128.0,2007.0
695,0.4887,1.0,128.0,2007.0
697,0.4375,1.0,128.0,2007.0
699,0.41390000000000005,1.0,128.0,2007.0
702,0.3854,1.0,128.0,2007.0
715,0.4299,1.0,128.0,2007.0
1052,0.5962000000000001,0.0,128.0,2007.0
1084,0.6244000000000001,0.0,128.0,2007.0
1086,0.6034,0.0,128.0,2007.0
1088,0.6156,1.0,128.0,2007.0
1139,0.6422,0.0,128.0,2007.0
1141,0.6129,0.0,128.0,2007.0
1143,0.6549,0.0,128.0,2007.0
1145,0.676,1.0,128.0,2007.0
154,0.2954,0.0,132.0,2007.0
156,0.25620000000000004,0.0,132.0,2007.0
160,0.2469,0.0,132.0,2007.0
162,0.25930000000000003,0.0,132.0,2007.0
164,0.5265000000000001,1.0,132.0,2007.0
166,0.3714,1.0,132.0,2007.0
168,0.30820000000000003,1.0,132.0,2007.0
218,0.5192,0.0,132.0,2007.0
220,0.32130000000000003,1.0,132.0,2007.0
222,0.3028,0.0,132.0,2007.0
224,0.2515,0.0,132.0,2007.0
226,0.2571,0.0,132.0,2007.0
228,0.2421,0.0,132.0,2007.0
232,0.2866,0.0,132.0,2007.0
234,0.2889,0.0,132.0,2007.0
236,0.2585,0.0,132.0,2007.0
286,0.48310000000000003,0.0,132.0,2007.0
290,0.3113,0.0,132.0,2007.0
292,0.2934,0.0,132.0,2007.0
298,0.2847,0.0,132.0,2007.0
300,0.2677,0.0,132.0,2007.0
370,0.3235,1.0,132.0,2007.0
372,0.3355,1.0,132.0,2007.0
374,0.37270000000000003,1.0,132.0,2007.0
376,0.3337,1.0,132.0,2007.0
378,0.2853,0.0,132.0,2007.0
380,0.2619,1.0,132.0,2007.0
384,0.3153,0.0,132.0,2007.0
386,0.3281,0.0,132.0,2007.0
388,0.2811,0.0,132.0,2007.0
474,0.3806,1.0,132.0,2007.0
476,0.3295,1.0,132.0,2007.0
480,0.32830000000000004,1.0,132.0,2007.0
482,0.2897,1.0,132.0,2007.0
486,0.29560000000000003,0.0,132.0,2007.0
488,0.36000000000000004,0.0,132.0,2007.0
492,0.2983,0.0,132.0,2007.0
494,0.2978,0.0,132.0,2007.0
579,0.2974,1.0,132.0,2007.0
581,0.2696,1.0,130.0,2007.0
595,0.5096,1.0,132.0,2007.0
600,0.5551,1.0,132.0,2007.0
656,0.42010000000000003,1.0,132.0,2007.0
658,0.4753,1.0,132.0,2007.0
664,0.48450000000000004,1.0,132.0,2007.0
666,0.5965,1.0,132.0,2007.0
695,0.5393,1.0,132.0,2007.0
697,0.5115000000000001,1.0,132.0,2007.0
699,0.40280000000000005,1.0,132.0,2007.0
702,0.49050000000000005,1.0,131.0,2007.0
715,0.39680000000000004,1.0,132.0,2007.0
1052,0.5617,1.0,132.0,2007.0
1084,0.5609000000000001,0.0,132.0,2007.0
1086,0.5698,1.0,132.0,2007.0
1088,0.5653,1.0,132.0,2007.0
1139,0.596,1.0,132.0,2007.0
1141,0.5927,1.0,132.0,2007.0
1143,0.5813,1.0,132.0,2007.0
1145,0.6179,1.0,132.0,2007.0
154,0.38230000000000003,0.0,150.0,2007.0
156,0.3542,0.0,150.0,2007.0
160,0.3261,0.0,150.0,2007.0
162,0.3425,0.0,150.0,2007.0
164,0.44520000000000004,0.0,150.0,2007.0
166,0.5164,0.0,150.0,2007.0
168,0.40130000000000005,0.0,150.0,2007.0
218,0.5740000000000001,0.0,150.0,2007.0
220,0.4383,0.0,150.0,2007.0
222,0.40440000000000004,0.0,150.0,2007.0
224,0.3355,0.0,150.0,2007.0
226,0.3593,0.0,150.0,2007.0
228,0.34340000000000004,0.0,150.0,2007.0
232,0.4184,0.0,150.0,2007.0
234,0.40230000000000005,0.0,150.0,2007.0
236,0.33530000000000004,0.0,150.0,2007.0
286,0.5833,0.0,150.0,2007.0
290,0.42850000000000005,0.0,150.0,2007.0
292,0.3952,0.0,150.0,2007.0
298,0.37920000000000004,0.0,150.0,2007.0
300,0.3715,0.0,150.0,2007.0
370,0.445,0.0,150.0,2007.0
372,0.43220000000000003,0.0,150.0,2007.0
374,0.43220000000000003,0.0,150.0,2007.0
376,0.3851,0.0,150.0,2007.0
378,0.3619,0.0,150.0,2007.0
380,0.3723,0.0,150.0,2007.0
384,0.4224,0.0,150.0,2007.0
386,0.43460000000000004,0.0,150.0,2007.0
388,0.379,0.0,150.0,2007.0
474,0.4753,0.0,150.0,2007.0
476,0.41960000000000003,0.0,150.0,2007.0
480,0.37120000000000003,0.0,150.0,2007.0
482,0.35050000000000003,0.0,150.0,2007.0
486,0.3774,0.0,150.0,2007.0
488,0.43,0.0,150.0,2007.0
492,0.4047,0.0,150.0,2007.0
494,0.3768,0.0,150.0,2007.0
579,0.2928,0.0,150.0,2007.0
581,0.33480000000000004,0.0,151.0,2007.0
595,0.5739000000000001,0.0,150.0,2007.0
600,0.5075000000000001,0.0,150.0,2007.0
656,0.46950000000000003,0.0,150.0,2007.0
658,0.5354,0.0,150.0,2007.0
664,0.5219,0.0,150.0,2007.0
666,0.46690000000000004,0.0,150.0,2007.0
695,0.5548000000000001,1.0,152.0,2007.0
697,0.5654,1.0,152.0,2007.0
699,0.45730000000000004,1.0,152.0,2007.0
702,0.4368,0.0,150.0,2007.0
715,0.4767,1.0,152.0,2007.0
1052,0.6018,0.0,150.0,2007.0
1084,0.599,0.0,150.0,2007.0
1086,0.6007,0.0,150.0,2007.0
1088,0.5647,0.0,150.0,2007.0
1139,0.6068,0.0,150.0,2007.0
1141,0.6028,0.0,150.0,2007.0
1143,0.5797,0.0,150.0,2007.0
1145,0.6492,0.0,150.0,2007.0
154,0.5902000000000001,0.0,173.0,2007.0
156,0.5069,0.0,171.0,2007.0
160,0.5125000000000001,0.0,171.0,2007.0
162,0.4984,0.0,171.0,2007.0
164,0.5864,0.0,171.0,2007.0
166,0.5724,0.0,171.0,2007.0
168,0.5407000000000001,0.0,171.0,2007.0
218,0.6286,0.0,173.0,2007.0
220,0.5859,0.0,173.0,2007.0
222,0.5618000000000001,0.0,171.0,2007.0
224,0.4932,0.0,171.0,2007.0
226,0.5198,0.0,171.0,2007.0
228,0.4867,0.0,171.0,2007.0
232,0.5485,0.0,171.0,2007.0
234,0.5159,0.0,171.0,2007.0
236,0.4827,0.0,171.0,2007.0
286,0.6226,0.0,173.0,2007.0
290,0.6162000000000001,0.0,173.0,2007.0
292,0.5388000000000001,0.0,171.0,2007.0
298,0.5497000000000001,0.0,171.0,2007.0
300,0.49110000000000004,0.0,171.0,2007.0
370,0.5345,0.0,171.0,2007.0
372,0.5454,0.0,171.0,2007.0
374,0.5137,0.0,171.0,2007.0
376,0.4883,0.0,171.0,2007.0
378,0.5711,0.0,173.0,2007.0
380,0.5155000000000001,0.0,173.0,2007.0
384,0.5289,0.0,171.0,2007.0
386,0.5702,0.0,171.0,2007.0
388,0.5239,0.0,171.0,2007.0
474,0.5927,1.0,174.0,2007.0
476,0.6019,1.0,174.0,2007.0
480,0.4887,0.0,171.0,2007.0
482,0.38430000000000003,0.0,171.0,2007.0
486,0.5024000000000001,0.0,173.0,2007.0
488,0.498,0.0,173.0,2007.0
492,0.5700000000000001,1.0,162.0,2007.0
494,0.545,0.0,171.0,2007.0
579,0.5252,1.0,174.0,2007.0
581,0.4514,1.0,171.0,2007.0
595,0.6431,0.0,171.0,2007.0
600,0.5785,0.0,171.0,2007.0
656,0.5253,0.0,171.0,2007.0
658,0.61,0.0,171.0,2007.0
664,0.5488000000000001,0.0,171.0,2007.0
666,0.6111,0.0,171.0,2007.0
695,0.5022,0.0,171.0,2007.0
697,0.5749000000000001,0.0,171.0,2007.0
699,0.508,0.0,171.0,2007.0
702,0.48150000000000004,0.0,171.0,2007.0
715,0.5345,0.0,171.0,2007.0
1052,0.6291,0.0,173.0,2007.0
1084,0.6051000000000001,0.0,173.0,2007.0
1086,0.6191,0.0,173.0,2007.0
1088,0.5880000000000001,0.0,173.0,2007.0
1139,0.6177,0.0,173.0,2007.0
1141,0.6267,0.0,173.0,2007.0
1143,0.6628000000000001,0.0,173.0,2007.0
1145,0.6631,0.0,173.0,2007.0
154,0.6548,0.0,178.0,2007.0
156,0.5874,0.0,178.0,2007.0
160,0.5789000000000001,0.0,178.0,2007.0
162,0.5748,0.0,178.0,2007.0
164,0.6472,0.0,178.0,2007.0
166,0.5603,0.0,178.0,2007.0
168,0.6116,0.0,178.0,2007.0
218,0.6055,0.0,178.0,2007.0
220,0.6494,0.0,178.0,2007.0
222,0.6097,0.0,178.0,2007.0
224,0.5312,0.0,178.0,2007.0
226,0.5498000000000001,0.0,178.0,2007.0
228,0.5486,0.0,178.0,2007.0
232,0.5899,0.0,178.0,2007.0
234,0.5688,0.0,178.0,2007.0
236,0.5568000000000001,0.0,178.0,2007.0
286,0.6187,0.0,178.0,2007.0
290,0.6592,0.0,178.0,2007.0
292,0.6198,0.0,178.0,2007.0
298,0.6063000000000001,0.0,178.0,2007.0
300,0.6204000000000001,0.0,178.0,2007.0
370,0.613,0.0,178.0,2007.0
372,0.5826,0.0,178.0,2007.0
374,0.5476,0.0,178.0,2007.0
376,0.5365,0.0,178.0,2007.0
378,0.5234,0.0,178.0,2007.0
380,0.5876,0.0,178.0,2007.0
384,0.5972000000000001,0.0,178.0,2007.0
386,0.6196,0.0,178.0,2007.0
388,0.5657,0.0,178.0,2007.0
474,0.5476,0.0,178.0,2007.0
476,0.5645,0.0,178.0,2007.0
480,0.48950000000000005,0.0,178.0,2007.0
482,0.4187,0.0,178.0,2007.0
486,0.4539,0.0,178.0,2007.0
488,0.5232,0.0,178.0,2007.0
492,0.6639,0.0,187.0,2007.0
494,0.5978,0.0,178.0,2007.0
579,0.4965,0.0,178.0,2007.0
581,0.3642,0.0,178.0,2007.0
595,0.64,0.0,178.0,2007.0
600,0.6133000000000001,0.0,178.0,2007.0
656,0.5507000000000001,0.0,178.0,2007.0
658,0.5865,0.0,178.0,2007.0
664,0.5459,0.0,178.0,2007.0
666,0.6288,0.0,178.0,2007.0
695,0.6162000000000001,0.0,185.0,2007.0
697,0.5959,0.0,178.0,2007.0
699,0.5412,0.0,178.0,2007.0
702,0.506,0.0,178.0,2007.0
715,0.5384,0.0,178.0,2007.0
1052,0.6236,0.0,178.0,2007.0
1084,0.5852,0.0,178.0,2007.0
1086,0.621,0.0,178.0,2007.0
1088,0.6705,0.0,185.0,2007.0
1139,0.6016,0.0,178.0,2007.0
1141,0.5994,0.0,178.0,2007.0
1143,0.6274000000000001,0.0,178.0,2007.0
1145,0.6227,0.0,178.0,2007.0
154,0.7042,0.0,196.0,2007.0
156,0.6198,0.0,196.0,2007.0
160,0.7311000000000001,0.0,207.0,2007.0
162,0.7044,0.0,207.0,2007.0
164,0.6874,0.0,196.0,2007.0
166,0.6311,0.0,196.0,2007.0
168,0.6589,0.0,196.0,2007.0
218,0.7282000000000001,0.0,203.0,2007.0
220,0.7547,0.0,203.0,2007.0
222,0.6699,0.0,203.0,2007.0
224,0.6276,0.0,196.0,2007.0
226,0.6182000000000001,0.0,196.0,2007.0
228,0.6171,0.0,196.0,2007.0
232,0.6702,0.0,196.0,2007.0
234,0.662,0.0,196.0,2007.0
236,0.6247,0.0,196.0,2007.0
286,0.7198,0.0,203.0,2007.0
290,0.683,0.0,203.0,2007.0
292,0.6136,0.0,196.0,2007.0
298,0.6264000000000001,0.0,196.0,2007.0
300,0.7021000000000001,0.0,196.0,2007.0
370,0.6203000000000001,0.0,203.0,2007.0
372,0.5869,0.0,203.0,2007.0
374,0.5851000000000001,0.0,203.0,2007.0
376,0.543,0.0,196.0,2007.0
378,0.5924,0.0,196.0,2007.0
380,0.5654,0.0,196.0,2007.0
384,0.6421,0.0,196.0,2007.0
386,0.6716000000000001,0.0,196.0,2007.0
388,0.7332000000000001,0.0,208.0,2007.0
474,0.5951000000000001,0.0,196.0,2007.0
476,0.5685,0.0,196.0,2007.0
480,0.4985,0.0,207.0,2007.0
482,0.4918,0.0,207.0,2007.0
486,0.5348,0.0,207.0,2007.0
488,0.5394,0.0,196.0,2007.0
492,0.7020000000000001,0.0,208.0,2007.0
494,0.6409,0.0,207.0,2007.0
579,0.4662,0.0,196.0,2007.0
581,0.5405,0.0,207.0,2007.0
595,0.7015,0.0,205.0,2007.0
600,0.6807000000000001,0.0,205.0,2007.0
656,0.6321,0.0,205.0,2007.0
658,0.6363,0.0,205.0,2007.0
664,0.5989,1.0,196.0,2007.0
666,0.5533,1.0,196.0,2007.0
695,0.30160000000000003,0.0,205.0,2007.0
697,0.6641,0.0,205.0,2007.0
699,0.4887,0.0,205.0,2007.0
702,0.5972000000000001,1.0,196.0,2007.0
715,0.5524,0.0,205.0,2007.0
1052,0.7401,1.0,203.0,2007.0
1084,0.7091000000000001,0.0,203.0,2007.0
1086,0.7134,0.0,203.0,2007.0
1088,0.6909000000000001,0.0,205.0,2007.0
1139,0.7234,0.0,203.0,2007.0
1141,0.7403000000000001,0.0,203.0,2007.0
1143,0.7671,0.0,205.0,2007.0
1145,0.7525000000000001,0.0,205.0,2007.0
154,0.7235,0.0,210.0,2007.0
156,0.6443,0.0,210.0,2007.0
160,0.7061000000000001,0.0,210.0,2007.0
162,0.6594,0.0,210.0,2007.0
164,0.6827000000000001,0.0,210.0,2007.0
